대피소,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
지리산 장터목,[지리산/백무동코스/천왕봉/장터목대피소/국내여행] 1박2일 지리산 막바지 가을산행길 (ft. 가을고생길),M,3,,,      ,          ,,서울,송파구,오금동,
지리산 노고단,#오스프리 #AURA #xCREW #기어리뷰어 지리산 노고단 대피소 1박 2일 _2018 12 01_02,M,2,,,      ,          ,,부산,남구,용호동,
지리산 세석,지리산 세석대피소에서 장터목대피소을 향해,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,단독주택,서울,구로구,구로3동,
한라산 진달래밭,한라산 겨울 산행 / 진달래 대피소 / 한라산 백록담,M,4,무직,100만원 미만,아니오,          ,아파트/ 주상복합,서울,노원구,중계2.3동,
지리산 노고단,#오스프리 #AURA #xCREW #기어리뷰어 지리산 노고단 대피소 1박 2일 _2018 12 01_02,F,4,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,서초구,서초1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
한라산 윗세,[한라산] 영실~윗세오름 대피소 (2019.2.5),F,2,"사무직 (일반사무직, 공무원, 직업군인)",100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,대구,북구,복현동,
설악산 소청,20181222 설악산 대청봉 & 소청대피소 1박,M,2,,,      ,          ,,대구,서구,비산5동,
북한산 대피소,<북한산> 밤골~밤골계곡~백운대~북한산대피소~산성입구,M,2,무직,500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,성남시 분당구,수내3동,
지리산 연하천,지리산 종주<2일차> : 연하천-세석대피소,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,전북,전주시 덕진구,송천동1가,
설악산 중청,[등산] 설악산 / 중청 대피소 / 설악산 등산 코스,M,5,"자영업 (도소매업, 숙박업, 미용업)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 기흥구,언남동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
지리산 노고단,지리산 노고단 대피소 숙박하고 정상까지 - 아이와 함께,M,3,,,      ,          ,,서울,동대문구,이문동,
덕유산 삿갓골재,덕유산 1박2일 (설천봉~삿갓재대피소~남덕유산),F,2,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강북구,수유2동,
오대산 노인봉,오대산 노인봉 소금강 겨울 등산코스로의 산행 / 2부 노인봉대피소~소금강,M,2,,,      ,          ,,충남,천안시 서북구,두정동,
소백산 연화봉,[등산] 소백산-연화봉대피소,M,2,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,관악구,신림동,
북한산 대피소,용암사지터(북한산대피소),M,2,,,      ,          ,,인천,부평구,구산동,
북한산 대피소,[타이거OB산악회] 북한산 단풍산행... 북한산성매표소-산영루-태고사갈림길-북한산대피소-용암문-위문-새마을교-북한산성매표소_2018.10.21(일),M,3,,,      ,          ,,경기,안산시 상록구,월피동,
설악산 중청,설악산 중청대피소 판매 물품 및 상세 이용 정보,M,3,,,      ,          ,,경기,용인시 수지구,상현동,
지리산 연하천,지리산 연하천대피소에서 날아온 소식 지리산 등로 샘물처럼 달콤 감동,M,3,,,      ,          ,,경북,청송군,청송읍,
지리산 세석,지리산 세석대피소에서 장터목대피소을 향해,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 중원구,상대원1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
설악산 중청,설악산 대청봉 중청대피소 숙박,M,5,,,      ,          ,,경기,수원시 권선구,세류2동,
한라산 윗세,[제주 한라산] 영실 - 윗세 오름 대피소 - 어리목,F,5,,,      ,          ,,충남,계룡시,엄사면,
한라산 진달래밭,#성판악 #속대밭대피소 #사라오름 #진달래밭대피소 #한라산 #백록담,M,3,,,      ,          ,,대구,북구,복현2동,
한라산 삼각봉,제주도 한라산 5 산우물 4월 산행 한라산 삼각봉 대피소 개미등 탐라계곡 육교 관음사,M,3,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,동구,성남동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
소백산 연화봉,소백산 국립공원 등산 - 코스 : 죽령 탐방지원센터 - 제2연화봉/연화봉 대피소,M,4,기타 ,400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,인천,서구,왕길동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
설악산 중청,[등산] 설악산 / 중청 대피소 / 설악산 등산 코스,M,3,,,      ,          ,,서울,동작구,상도동,
지리산 장터목,지리산 장터목대피소 블약 100대명산 천왕봉,M,5,,,      ,          ,,경기,안산시 단원구,고잔1동,
덕유산 향적봉,덕유산 눈꽃 겨울여행2 / 향적봉 일출 향적봉대피소,M,3,,,      ,          ,,서울,관악구,봉천동,
한라산 윗세,[제주도] 2018년 10월: 한라산 영실코스 (윗세 오름 대피소 남벽분기점 영실통제소),F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,북구,중흥2동,
지리산 장터목,[초보등산/천왕봉일출] 지리산 천왕봉 코스 with 장터목대피소,F,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,이천시,부발읍,
지리산 장터목,지리산 장터목대피소 블약 100대명산 천왕봉,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,남동구,구월2동,
지리산 장터목,[초보등산/천왕봉일출] 지리산 천왕봉 코스 with 장터목대피소,M,3,"서비스직 (요식업, 숙박업, 미용실종업원)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,도봉구,도봉1동,"경차 (모닝, 스파크 등)"
지리산 세석,지리산 세석대피소 1박2일,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,하남시,학암동,
설악산 소청,설악산 소청대피소에서 하룻밤 (2019. 6.14~15),F,2,,,      ,          ,,서울,동작구,신대방2동,
한라산 윗세,[서귀포시_2019.08.13] 영실 휴게소 병풍바위 윗세오름 대피소 한라산 남벽분기점,F,4,,,      ,          ,,울산,중구,유곡동,
한라산 진달래밭,한라산(관음산 탐방지원센터~삼각봉대피소~한라산~진달래밭 대피소~사라오름~쑥밭 대피소~성판악 탐방지원 센터. 190804. 일),F,5,,,      ,          ,,경기,남양주시,평내동,
덕유산 향적봉,덕유산 ( 德裕山 ) 야생화 트레킹 3 ( 설천봉 ~ 향적봉 대피소 ) ,M,4,,,      ,          ,,서울,구로구,구로5동,
설악산 희운각,설악산 운해 1박2일(오색-대청봉-희운각대피소-공룡능선-마등령-비선대-설악동),M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,오피스텔,대전,유성구,하기동,"준중형파생 (벨로스터, I30 등)"
덕유산 향적봉,무주 덕유산 곤도라타고 향적봉 대피소에서 1박하는 방법 :) 곤도라 요금/ 대피소 예약 및 정보 / 생생한 후기 총 정리!!,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 만안구,석수1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
한라산 윗세,[제주 한라산] 영실 - 윗세 오름 대피소 - 어리목,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,아파트/ 주상복합,부산,동래구,온천2동,
덕유산 향적봉,덕유산 향적봉대피소 예약하기(컴),F,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,경주시,건천읍,"경차 (모닝, 스파크 등)"
설악산 소청,20181222 설악산 대청봉 & 소청대피소 1박,M,5,기타 ,800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 일산서구,주엽1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
소백산 연화봉,[등산 No.26] 소백산 산행(연화봉대피소) 천동/비로봉/죽령(18/12/01 ~02일),M,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 동안구,비산1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
덕유산 향적봉,덕유산 향적봉대피소 예약하기(컴),F,3,,,      ,          ,,서울,서초구,내곡동,
한라산 윗세,[서귀포시_2019.08.13] 영실 휴게소 병풍바위 윗세오름 대피소 한라산 남벽분기점,F,2,,,      ,          ,,서울,관악구,신사동,
소백산 연화봉,[등산 No.17] 소백산 산행(연화봉대피소) 천동/비로봉/죽령(18/01/27 ~28일),F,4,,,      ,          ,,부산,기장군,정관면,
지리산 장터목,14일 지리산 장터목대피소 상고대 장관,M,4,,,      ,          ,,서울,서초구,서초3동,
소백산 연화봉,소백산 국립공원 등산 - 코스 : 죽령 탐방지원센터 - 제2연화봉/연화봉 대피소,F,3,,,      ,          ,,경남,창원시 의창구,용호동,
덕유산 향적봉,덕유산 향적봉대피소 기적의 1박,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,부산,동래구,칠산동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
한라산 진달래밭,[이색 휴게소] 한라산 성판악 진달래 휴게소 = 진달래밭 대피소,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,부산,부산진구,부암동,
지리산 치밭목,지리산(대원사-새재-치밭목대피소-천왕봉),M,4,,,      ,          ,,경기,성남시 분당구,금곡동,
소백산 연화봉,[등산 No.26] 소백산 산행(연화봉대피소) 천동/비로봉/죽령(18/12/01 ~02일),F,5,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,기타 ,서울,은평구,대조동,"경차 (모닝, 스파크 등)"
지리산 세석,[대중교통으로 찾은 지리산 성중종주] 첫째날 성삼재에서 세석대피소까지 약 20km를 놀며쉬며 여유로운 산행했다,M,2,,,      ,          ,,전남,순천시,가곡동,
설악산 중청,설악산 중청대피소 판매 물품 및 상세 이용 정보,M,2,"학생 (초중고학생, 대학생, 대학원생)","1,000만원 이상",아니오,          ,아파트/ 주상복합,경기,군포시,산본동,
한라산 진달래밭,한라산(성판악~사라오름~진달래대피소~백록담~관음사)2019.01.29,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,동작구,신대방2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
북한산 대피소,북한산 산성입구~중흥사~북한산대피소~백운봉암문~밤골(190803). ,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,단독주택,부산,연제구,거제3동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
지리산 세석,[지리산 국립공원] 지리산 세석대피소 처음 이용자를 위한 소개(정보)글,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강서구,내발산동,
북한산 대피소,북한산 산성입구~중흥사~북한산대피소~백운봉암문~밤골(190803). ,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,경주시,안강읍,
북한산 대피소,[타이거OB산악회] 북한산 단풍산행... 북한산성매표소-산영루-태고사갈림길-북한산대피소-용암문-위문-새마을교-북한산성매표소_2018.10.21(일),M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 만안구,석수1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
지리산 치밭목,2018-07-18 지리산 새재마을~치밭목대피소,M,2,"학생 (초중고학생, 대학생, 대학원생)","1,000만원 이상",아니오,          ,아파트/ 주상복합,경기,남양주시,호평동,
소백산 연화봉,소백산 국립공원 등산 - 코스 : 죽령 탐방지원센터 - 제2연화봉/연화봉 대피소,M,4,"주부 (전업주부, 파트타임 근무 주부)",100만원 미만,예    ,자녀 없음 ,아파트/ 주상복합,경기,고양시 일산서구,주엽2동,
소백산 연화봉,겨울 소백산 1박2일 천동 에서 죽령 휴게소 까지 (제2 연화봉 대피소),M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",200~299만원,아니오,          ,아파트/ 주상복합,경남,창원시 마산합포구,우산동,"경차 (모닝, 스파크 등)"
설악산 중청,설악산 중청대피소 판매 물품 및 상세 이용 정보,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,대전,동구,용운동,
덕유산 향적봉,무주 덕유산 곤도라타고 향적봉 대피소에서 1박하는 방법 :) 곤도라 요금/ 대피소 예약 및 정보 / 생생한 후기 총 정리!!,M,5,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",300~399만원,예    ,자녀 없음 ,단독주택,강원,철원군,동송읍,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
소백산 연화봉,소백산 제2연화봉 대피소의 모든 것,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,사하구,장림2동,
소백산 연화봉,소백산 제2연화봉 대피소의 모든 것,M,4,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 장안구,정자3동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
설악산 중청,설악산 대청봉 1박 일출 산행 (중청대피소 3대의 덕),F,3,,,      ,          ,,서울,강남구,율현동,
