주변관광,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
장의사,유리 오빠 ‘논란 모습은?’... 네티즌 수사대 찾아낸 한 장의 사진 ‘이목 집중’ - 내외뉴스통신,M,5,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,오피스텔,경기,고양시 덕양구,행신2동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
울릉도,울릉도 : 네이버 통합검색,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,오산시,갈곶동,"경차 (모닝, 스파크 등)"
도곡온천,화순 중봉산도곡온천 기준으로 완벽한 원점회귀 산행코스,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,아니오,          ,단독주택,서울,중랑구,면목본동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
오목내,진주 판문동 맛집 오목내 솔직후기,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,경기,수원시 장안구,파장동,
땅끝,2018. 단풍따라 흐르는 가을여행 - 14. 토말. 땅끝마을,F,3,"자영업 (도소매업, 숙박업, 미용업)",100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,대구,서구,평리동,
왕궁보석테마,익산왕궁보석테마관광지 상설공연  체험프로그램,F,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,제주,제주시,이도2동,
혜국사,문경 주흘산 등산코스 제1관문여궁폭포혜국사주봉 원점회귀 산행,M,3,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,고양시 덕양구,내유동,"경차 (모닝, 스파크 등)"
직지사,김천 직지사  템플스테이 1박2일,M,4,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,아니오,          ,단독주택,부산,금정구,구서동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
성산포해양,설 구정에 어머니와 함께 성산포 성당 광치기해변 제주해양동물박물관 겨울 유채꽃 2월 제주,F,3,무직,100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,서울,금천구,독산동,
안면도,충남 태안 가볼만한곳 안면도 자연휴양림 무장애 나눔길,F,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,군포시,산본동,
회산연꽃방죽,일로읍 회산연꽃방죽이야기회산백련지연꽃나들이목포꽃집목포꽃배달 남악꽃배달 일로꽃배달무안꽃배달,M,3,"교직 (교사, 유치원교사, 학원강사)",100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,울산,중구,성안동,기타 (승합차/트럭/화물차/기타 차량 등)
개암사,부안 개암사 그리고 개암제 나들이,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,수성구,연호동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
소요산,소요산 등산코스  소요산역자재암선녀탕의상대원점회귀 3시간,F,3,무직,100만원 미만,예    ,자녀 없음 ,오피스텔,충남,천안시 동남구,봉명동,
율포해수욕장,전라도1박2일여행여수낭만포차 율포해수욕장 광한루원,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,천안시 동남구,청당동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
원주 더네이처,원주문막읍 대규모 관광단지 4년만에 재추진,M,3,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,강남구,일원본동,
해운대,해운대 초고층 건물서 낙하산 활강한 러시아인들,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,서울,송파구,장지동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
공릉,월계 삼호아파트 하수구가 막혔어요.[노원구 하수구][상계동 하수구][중계동 하수구][하계동 하수구][월계동 하수구][공릉동 하수구] : 네이버 블로그,F,2,,,      ,          ,,서울,강남구,청담동,
땅끝,2018. 단풍따라 흐르는 가을여행 - 14. 토말. 땅끝마을,F,3,,,      ,          ,,대구,북구,서변동,
제주남원,최고라고 말하고싶은 제주 남원 맛집,F,3,,,      ,          ,,서울,강동구,천호2동,
마차탄광문화촌,영월여행  강원도 탄광문화촌 단양영월 2박3일 여행,F,4,,,      ,          ,,경기,용인시 수지구,동천동,
강화종합리조트,강화 길상면  강화씨사이드리조트강화도루지,F,4,,,      ,          ,,울산,남구,신정4동,
위봉사,한국의 산사 10898 완주 위봉사,M,4,,,      ,          ,,경기,시흥시,은행동,
부석사,경북가볼만한곳 영주 부석사,M,4,,,      ,          ,,경기,부천시 소사구,소사본1동,
송계사,덕유산 지봉 산행기경남거창 송계사계곡에서 지봉에 올라 횡경재를 거쳐 백암봉까지 달려보자,F,5,,,      ,          ,,경기,성남시 분당구,수내1동,
위봉사,한국의 산사 10898 완주 위봉사,M,3,,,      ,          ,,전남,목포시,석현동,
부곡온천,하반기 HOT 생생 부곡온천 라이브공연 12회차,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,아산시,배방읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
해운대,유로코피자 쇼미더피자 해운대 : 네이버 통합검색,M,4,,,      ,          ,,경기,안양시 만안구,박달2동,
청학사,SNS 서포터즈 연수구 사찰 여행 호불사와 청학사 가을 산책,F,4,,,      ,          ,,충북,청주시 흥덕구,가경동,
부곡온천,하반기 HOT 생생 부곡온천 라이브공연 12회차,F,3,,,      ,          ,,강원,원주시,개운동,
해신장보고,을왕리 조개구이  해신장보고  설레여,M,4,,,      ,          ,,충남,아산시,배방읍,
곽지,곽지길가온펜션,M,2,,,      ,          ,,서울,용산구,보광동,
속리산레저,보은속리산 솔향공원 도깨비공원의 사람들,M,4,,,      ,          ,,서울,도봉구,방학1동,
증평 에듀팜 특구,SNS기자단 기고 해외 관광객도 즐길 충북의 명소 증평 에듀팜 관광특구,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,울주군,언양읍,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
알펜시아,강원도여행 평창 알펜시아 홀리데이인스위트 투베드룸과 오션700 워터파크,F,4,,,      ,          ,,경기,안양시 동안구,관양1동,
신륵사,여주 가볼만한곳 색색의 연등이 예쁜 신륵사,F,4,,,      ,          ,,부산,북구,덕천2동,
한탄강,철원 카페  송대소 주상절리 한탄강을 배경으로 커피한잔에 빠져보는 모닝캄빌리지 펜션  카페,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,남가좌2동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
해운대,일품한우 해운대 : 네이버 통합검색,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,고양시 덕양구,행신3동,"소형SUV/CUV (티볼리, QM3 등)"
영국사,충북 영동 가볼만한곳 천태산 영국사,F,4,"교직 (교사, 유치원교사, 학원강사)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,오산시,내삼미동,"경차 (모닝, 스파크 등)"
주왕산,주왕산 국립공원 만추의 주왕산 탐방,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,파주시,문산읍,기타 (승합차/트럭/화물차/기타 차량 등)
삼포 문암,고성  삼포문암진해변 개발,F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,대전,서구,탄방동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
고래불,해파랑길 트레킹 제23코스 고래불 후포항,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,삼평동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
곽지,제주 곽지과물해변과 한담해안산책로 : 네이버 블로그,F,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,대전,유성구,봉산동,
흥덕사,흥덕사 백운문화한마당 참석,M,3,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경북,포항시 북구,양덕동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
간월도,서산 간월도 간월암 다녀왔어요,F,5,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,전주시 덕진구,송천동1가,
아산온천,아산온천 당일치기 겨울여행 아산스파비스캠마녀의 나댕김 20191124,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,오산시,원동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
담양호,담양호 용마루길따라 과녁바위산을 돌아오는 트레킹코스,F,4,,,      ,          ,,서울,노원구,상계10동,
보적사,나홀로 가을 산행  독산성 세마대지 보적사 다녀오기,F,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,단독주택,인천,남구,학익1동,"경차 (모닝, 스파크 등)"
비슬산,대구 달성군 관광 비슬산 암괴류 대견사 참꽃군락지 반딧불이 전기차 달성 여행,F,2,"교직 (교사, 유치원교사, 학원강사)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,도봉구,방학3동,
청평사,춘천 단풍구경하며 산책겸 등산코스 청평사가는길,F,5,"주부 (전업주부, 파트타임 근무 주부)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,여의도동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
대관령 어흘리,대관령 어흘리 100년 소나무 숲길  대관령 치유의 숲길,F,2,,,      ,          ,,서울,관악구,청림동,
오수의견,전북 걷기 좋은 곳 전북 임실 오수의견공원,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,유성구,송강동,
해남 오시아노,캠핑장 추천  해남 오시아노 캠핑장,M,3,,,      ,          ,,서울,서초구,서초4동,
흥룡사,포천여행 백운산 자락에 있는 흑룡사,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,단독주택,서울,중랑구,면목동,
합천호,합천 악견산~의룡산 종주 - 합천호 조망과 천길단애를 경험할 수 있는 산 (대병3산/대병5악/십자바위/악견산성),F,3,,,      ,          ,,서울,서초구,잠원동,
해운대,유로코피자 쇼미더피자 해운대 : 네이버 통합검색,M,5,"서비스직 (요식업, 숙박업, 미용실종업원)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달서구,용산1동,기타 (승합차/트럭/화물차/기타 차량 등)
묘산봉,제주시 구좌읍 김녕리 묘산봉 일대 농어촌도로 확장,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,창원시 마산회원구,내서읍,
초당,190616 강릉 초당할머니순두부 수요미식회,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,창원시 마산회원구,내서읍,
송불암,논산여행 황산벌의 중심에 자리한 논산 송불암 미륵불,M,2,,,      ,          ,,서울,서초구,서초3동,
후곡약수터,후곡 약수터,M,5,,,      ,          ,,경남,하동군,악양면,
곽지,제주여행 곽지해변에서 한담공원 멋진뷰,F,3,,,      ,          ,,부산,수영구,광안2동,
수옥정,수옥정과 수옥폭포   충북괴산여행,F,3,,,      ,          ,,경기,수원시 영통구,매탄동,
장성호,장성 가볼만한곳 장성호 수변길 출렁다리,F,5,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,서구,복수동,
휘닉스파크,가을 여행지 평창 가볼만한 곳 휘닉스 파크 1박 2일  양떼목장 체험까지,M,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성동구,행당2동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
척산온천,속초 숙소 척산온천휴양촌,M,4,,,      ,          ,,경기,광주시,탄벌동,
영월온천,201707387001 영월군 영월읍 심옥리 영월온천,M,3,,,      ,          ,,대구,북구,대현동,
대관령 어흘리,대관령 어흘리 100년 소나무 숲길  대관령 치유의 숲길,M,5,,,      ,          ,,서울,양천구,목2동,
강원호반,좋은 터 길라잡이(풍수문의 풍수강의),F,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,아파트/ 주상복합,강원,삼척시,도계읍,
곽지,곽지길가온펜션,F,5,"주부 (전업주부, 파트타임 근무 주부)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,대림1동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
맹방,강원도 삼척 맹방해수욕장 당일치기 여행,F,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,군포시,산본동,
문장대온천,문장대온천개발 온천지구 지정 사실상 백지화 가능성 커,M,2,,,      ,          ,,경기,안양시 만안구,안양7동,
서포리,덕적도 서포리해변 백패킹511  512,M,2,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,아니오,          ,단독주택,서울,강남구,논현2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
비슬산,대구 달성군 관광 비슬산 암괴류 대견사 참꽃군락지 반딧불이 전기차 달성 여행,F,4,,,      ,          ,,경기,성남시 수정구,양지동,
대천해수욕장,대천해수욕장 짚라인 타고 스카이라운지에서 커피한잔,M,5,,,      ,          ,,경기,의정부시,신곡1동,
화암사,화암사 숲길 신선대에서 바라보는 울산바위,M,5,,,      ,          ,,인천,연수구,동춘1동,
